Date,Venue,Home.Team,Away.Team,Home.Score,Away.Score,Home.Margin,Away.Margin,Home.Win.Odds,Away.Win.Odds,Home.Line.Odds,Away.Line.Odds,Round,Season
7/7/12,Marvel,St Kilda,Essendon,133,62,71,-71,3.2,1.37,19.5,-19.5,15,2012
8/7/12,M.C.G.,Hawthorn,GWS,193,31,162,-162,1.01,21,-92.5,92.5,15,2012
8/7/12,Domain,Fremantle,Western Bulldogs,95,57,38,-38,1.18,5.2,-32.5,32.5,15,2012
8/7/12,Metricon,Gold Coast,Geelong,96,110,-14,14,14,1.03,55.5,-55.5,15,2012
13/7/12,Marvel,North Melbourne,Carlton,149,96,53,-53,2.15,1.72,4.5,-4.5,16,2012
14/7/12,AAMI,Port Adelaide,Essendon,77,127,-50,50,2.7,1.47,13.5,-13.5,16,2012
14/7/12,Marvel,Melbourne,Fremantle,83,117,-34,34,3.4,1.33,21.5,-21.5,16,2012
14/7/12,Cazaly's,Richmond,Gold Coast,88,90,-2,2,1.17,5.15,-37.5,37.5,16,2012
14/7/12,Gabba,Brisbane,St Kilda,92,105,-13,13,2.45,1.57,9.5,-9.5,16,2012
14/7/12,M.C.G.,Geelong,Collingwood,79,110,-31,31,2.75,1.48,12.5,-12.5,16,2012
15/7/12,GIANTS,GWS,Adelaide,59,178,-119,119,17,1.02,70.5,-70.5,16,2012
15/7/12,Domain,West Coast,Sydney,69,121,-52,52,1.72,2.18,-5.5,5.5,16,2012
15/7/12,Marvel,Western Bulldogs,Hawthorn,44,116,-72,72,10,1.06,49.5,-49.5,16,2012
20/7/12,Marvel,Geelong,Essendon,134,67,67,-67,2.05,1.8,3.5,-3.5,17,2012
21/7/12,AAMI,Adelaide,West Coast,124,75,49,-49,1.42,2.95,-16.5,16.5,17,2012
21/7/12,M.C.G.,Collingwood,Hawthorn,91,138,-47,47,1.87,2,-2.5,2.5,17,2012
21/7/12,Gabba,Gold Coast,Brisbane,48,59,-11,11,3.8,1.28,26.5,-26.5,17,2012
21/7/12,TIO,Melbourne,Port Adelaide,56,84,-28,28,2.25,1.67,7.5,-7.5,17,2012
21/7/12,Marvel,Western Bulldogs,Carlton,84,102,-18,18,2.4,1.6,9.5,-9.5,17,2012
22/7/12,S.C.G.,Sydney,St Kilda,105,76,29,-29,1.35,3.3,-18.5,18.5,17,2012
22/7/12,Domain,Fremantle,GWS,132,37,95,-95,1.01,26,-94.5,94.5,17,2012
22/7/12,M.C.G.,Richmond,North Melbourne,99,103,-4,4,2.05,1.8,3.5,-3.5,17,2012
27/7/12,Marvel,Essendon,Hawthorn,86,180,-94,94,6,1.14,36.5,-36.5,18,2012
28/7/12,GMHBA,Geelong,Adelaide,102,75,27,-27,1.62,2.35,-8.5,8.5,18,2012
28/7/12,Marvel,North Melbourne,Melbourne,127,73,54,-54,1.09,8,-44.5,44.5,18,2012
28/7/12,GIANTS,GWS,Collingwood,54,174,-120,120,26,1.01,85.5,-85.5,18,2012
28/7/12,M.C.G.,Carlton,Richmond,95,91,4,-4,2.6,1.52,12.5,-12.5,18,2012
28/7/12,Metricon,Gold Coast,Sydney,54,126,-72,72,11,1.05,50.5,-50.5,18,2012
29/7/12,AAMI,Port Adelaide,Fremantle,48,75,-27,27,2.75,1.47,12.5,-12.5,18,2012
29/7/12,Domain,West Coast,Brisbane,175,77,98,-98,1.14,6,-37.5,37.5,18,2012
29/7/12,Marvel,St Kilda,Western Bulldogs,118,42,76,-76,1.14,6,-36.5,36.5,18,2012
3/8/12,M.C.G.,Hawthorn,Geelong,116,118,-2,2,1.28,3.8,-26.5,26.5,19,2012
4/8/12,Marvel,Western Bulldogs,North Melbourne,61,115,-54,54,9.5,1.07,50.5,-50.5,19,2012
4/8/12,GIANTS,GWS,Port Adelaide,107,73,34,-34,6.25,1.13,45.5,-45.5,19,2012
4/8/12,Domain,Fremantle,West Coast,113,48,65,-65,2.65,1.5,15.5,-15.5,19,2012
4/8/12,M.C.G.,Collingwood,St Kilda,91,85,6,-6,1.38,3.15,-17.5,17.5,19,2012
4/8/12,Gabba,Brisbane,Richmond,84,132,-48,48,2.3,1.65,7.5,-7.5,19,2012
5/8/12,M.C.G.,Melbourne,Gold Coast,108,66,42,-42,1.33,3.4,-21.5,21.5,19,2012
5/8/12,Marvel,Carlton,Sydney,71,93,-22,22,3.05,1.4,16.5,-16.5,19,2012
5/8/12,AAMI,Adelaide,Essendon,104,100,4,-4,1.12,6.4,-38.5,38.5,19,2012
10/8/12,Domain,West Coast,Geelong,102,97,5,-5,1.7,2.22,-6.5,6.5,20,2012
11/8/12,AAMI,Adelaide,Fremantle,119,91,28,-28,1.38,3.15,-18.5,18.5,20,2012
11/8/12,M.C.G.,St Kilda,Melbourne,107,82,25,-25,1.05,11,-50.5,50.5,20,2012
11/8/12,Metricon,Gold Coast,GWS,109,79,30,-30,1.38,3.15,-20.5,20.5,20,2012
11/8/12,ANZ,Sydney,Collingwood,70,78,-8,8,1.6,2.4,-10.5,10.5,20,2012
11/8/12,Marvel,Carlton,Brisbane,113,77,36,-36,1.19,5,-32.5,32.5,20,2012
12/8/12,UTAS,Hawthorn,Port Adelaide,159,87,72,-72,1.02,16,-75.5,75.5,20,2012
12/8/12,M.C.G.,Richmond,Western Bulldogs,150,80,70,-70,1.14,6,-39.5,39.5,20,2012
12/8/12,Marvel,Essendon,North Melbourne,76,100,-24,24,2.2,1.7,6.5,-6.5,20,2012
17/8/12,Marvel,Geelong,St Kilda,123,81,42,-42,1.3,3.7,-18.5,18.5,21,2012
18/8/12,M.C.G.,Essendon,Carlton,60,156,-96,96,2.05,1.8,3.5,-3.5,21,2012
18/8/12,Canberra,GWS,Melbourne,59,84,-25,25,5,1.18,34.5,-34.5,21,2012
18/8/12,Domain,Fremantle,Richmond,94,72,22,-22,1.37,3.15,-16.5,16.5,21,2012
18/8/12,Marvel,Collingwood,North Melbourne,61,91,-30,30,1.28,3.8,-21.5,21.5,21,2012
18/8/12,Gabba,Brisbane,Adelaide,95,85,10,-10,4.8,1.2,29.5,-29.5,21,2012
19/8/12,AAMI,Port Adelaide,West Coast,50,98,-48,48,6.4,1.13,37.5,-37.5,21,2012
19/8/12,Marvel,Western Bulldogs,Sydney,85,167,-82,82,10,1.06,47.5,-47.5,21,2012
19/8/12,M.C.G.,Hawthorn,Gold Coast,129,65,64,-64,1.01,26,-100.5,100.5,21,2012
24/8/12,M.C.G.,Richmond,Essendon,102,57,45,-45,1.62,2.4,-9.5,9.5,22,2012
25/8/12,AAMI,Port Adelaide,Brisbane,93,104,-11,11,2.35,1.62,8.5,-8.5,22,2012
25/8/12,Marvel,St Kilda,GWS,163,35,128,-128,1.02,15,-80.5,80.5,22,2012
25/8/12,S.C.G.,Sydney,Hawthorn,95,102,-7,7,2,1.85,2.5,-2.5,22,2012
25/8/12,Domain,West Coast,Collingwood,107,58,49,-49,1.68,2.22,-5.5,5.5,22,2012
25/8/12,Metricon,Gold Coast,Carlton,98,86,12,-12,15,1.02,68.5,-68.5,22,2012
26/8/12,GMHBA,Geelong,Western Bulldogs,107,73,34,-34,1.02,15,-70.5,70.5,22,2012
26/8/12,Marvel,North Melbourne,Fremantle,79,132,-53,53,1.25,4.05,-25.5,25.5,22,2012
26/8/12,M.C.G.,Melbourne,Adelaide,81,150,-69,69,6.75,1.11,38.5,-38.5,22,2012
31/8/12,M.C.G.,Hawthorn,West Coast,95,70,25,-25,1.24,4.25,-27.5,27.5,23,2012
1/9/12,AAMI,Adelaide,Gold Coast,153,62,91,-91,1.01,21,-66.5,66.5,23,2012
1/9/12,GMHBA,Geelong,Sydney,112,78,34,-34,1.62,2.35,-8.5,8.5,23,2012
1/9/12,GIANTS,GWS,North Melbourne,77,105,-28,28,21,1.01,82.5,-82.5,23,2012
1/9/12,Domain,Fremantle,Melbourne,101,40,61,-61,1.06,10,-50.5,50.5,23,2012
1/9/12,M.C.G.,Essendon,Collingwood,72,104,-32,32,5.75,1.15,38.5,-38.5,23,2012
2/9/12,Marvel,Carlton,St Kilda,91,106,-15,15,1.87,1.97,-5.5,-3.5,23,2012
2/9/12,M.C.G.,Richmond,Port Adelaide,106,106,0,0,1.08,8.5,-46.5,46.5,23,2012
2/9/12,Gabba,Brisbane,Western Bulldogs,128,61,67,-67,1.17,5.3,-34.5,34.5,23,2012
7/9/12,M.C.G.,Hawthorn,Collingwood,135,97,38,-38,1.3,3.6,-22.5,22.5,24,2012
8/9/12,AAMI,Adelaide,Sydney,42,71,-29,29,1.58,2.45,-9.5,9.5,24,2012
8/9/12,M.C.G.,Geelong,Fremantle,80,96,-16,16,1.28,3.85,-22.5,22.5,24,2012
9/9/12,Domain,West Coast,North Melbourne,162,66,96,-96,1.19,5,-29.5,29.5,24,2012
14/9/12,AAMI,Adelaide,Fremantle,81,71,10,-10,1.65,2.28,-9.5,9.5,25,2012
15/9/12,M.C.G.,Collingwood,West Coast,73,60,13,-13,1.96,1.88,-2.5,-4.5,25,2012
21/9/12,ANZ,Sydney,Collingwood,96,70,26,-26,1.48,2.7,-10.5,10.5,26,2012
22/9/12,M.C.G.,Hawthorn,Adelaide,97,92,5,-5,1.16,5.75,-37.5,37.5,26,2012
29/9/12,M.C.G.,Hawthorn,Sydney,81,91,-10,10,1.55,2.55,-11.5,11.5,27,2012
22/3/13,AAMI,Adelaide,Essendon,82,117,-35,35,1.5,2.6,-13.5,13.5,1,2013
23/3/13,Domain,Fremantle,West Coast,108,80,28,-28,1.78,2.08,-3.5,3.5,1,2013
28/3/13,M.C.G.,Carlton,Richmond,101,106,-5,5,1.94,1.9,-3.5,-3.5,1,2013
30/3/13,Marvel,Western Bulldogs,Brisbane,127,59,68,-68,4.4,1.22,26.5,-26.5,1,2013
30/3/13,ANZ,GWS,Sydney,76,106,-30,30,12,1.04,54.5,-54.5,1,2013
30/3/13,Metricon,Gold Coast,St Kilda,90,77,13,-13,3.25,1.35,20.5,-20.5,1,2013
31/3/13,M.C.G.,Melbourne,Port Adelaide,54,133,-79,79,1.83,2,-2.5,2.5,1,2013
31/3/13,Marvel,North Melbourne,Collingwood,87,103,-16,16,2.3,1.65,7.5,-7.5,1,2013
1/4/13,M.C.G.,Hawthorn,Geelong,86,93,-7,7,1.62,2.35,-7.5,7.5,1,2013
5/4/13,M.C.G.,St Kilda,Richmond,82,99,-17,17,3.05,1.38,18.5,-18.5,2,2013
6/4/13,S.C.G.,Sydney,Gold Coast,114,73,41,-41,1.08,8.25,-42.5,42.5,2,2013
6/4/13,Marvel,Western Bulldogs,Fremantle,78,106,-28,28,3.25,1.35,20.5,-20.5,2,2013
6/4/13,Gabba,Brisbane,Adelaide,77,96,-19,19,2.02,1.82,3.5,-3.5,2,2013
6/4/13,AAMI,Port Adelaide,GWS,134,78,56,-56,1.14,6,-37.5,37.5,2,2013
6/4/13,M.C.G.,Essendon,Melbourne,184,36,148,-148,1.08,8.25,-43.5,43.5,2,2013
7/4/13,Marvel,Geelong,North Melbourne,112,108,4,-4,1.44,2.86,-15.5,15.5,2,2013
7/4/13,Domain,West Coast,Hawthorn,98,148,-50,50,2,1.84,2.5,-2.5,2,2013
7/4/13,M.C.G.,Collingwood,Carlton,117,100,17,-17,1.44,2.85,-15.5,15.5,2,2013
12/4/13,Domain,Fremantle,Essendon,68,72,-4,4,1.4,3,-15.5,15.5,3,2013
13/4/13,Blundstone,North Melbourne,Sydney,92,131,-39,39,2.17,1.72,5.5,-5.5,3,2013
13/4/13,M.C.G.,Melbourne,West Coast,83,177,-94,94,12,1.04,62.5,-62.5,3,2013
13/4/13,Canberra,GWS,St Kilda,68,140,-72,72,5,1.19,34.5,-34.5,3,2013
13/4/13,Marvel,Geelong,Carlton,119,103,16,-16,1.52,2.6,-12.5,12.5,3,2013
13/4/13,Metricon,Gold Coast,Brisbane,92,94,-2,2,2.65,1.5,13.5,-13.5,3,2013
14/4/13,Marvel,Richmond,Western Bulldogs,135,68,67,-67,1.26,4,-27.5,27.5,3,2013
14/4/13,M.C.G.,Collingwood,Hawthorn,90,145,-55,55,2.45,1.58,9.5,-9.5,3,2013
14/4/13,AAMI,Port Adelaide,Adelaide,118,109,9,-9,2.8,1.45,15.5,-15.5,3,2013
19/4/13,S.C.G.,Sydney,Geelong,103,124,-21,21,1.58,2.45,-8.5,8.5,4,2013
20/4/13,UTAS,Hawthorn,Fremantle,118,76,42,-42,1.15,5.7,-34.5,34.5,4,2013
20/4/13,M.C.G.,Richmond,Collingwood,79,113,-34,34,1.91,1.91,-1.5,-1.5,4,2013
20/4/13,Marvel,St Kilda,Essendon,91,128,-37,37,2.55,1.53,12.5,-12.5,4,2013
20/4/13,Domain,West Coast,Carlton,65,89,-24,24,1.44,2.9,-17.5,17.5,4,2013
20/4/13,Metricon,Gold Coast,Port Adelaide,66,104,-38,38,3.05,1.4,17.5,-17.5,4,2013
21/4/13,M.C.G.,Melbourne,GWS,144,103,41,-41,1.48,2.65,-14.5,14.5,4,2013
21/4/13,AAMI,Adelaide,Western Bulldogs,80,28,52,-52,1.11,6.75,-40.5,40.5,4,2013
21/4/13,Marvel,North Melbourne,Brisbane,125,62,63,-63,1.28,3.65,-23.5,23.5,4,2013
25/4/13,M.C.G.,Essendon,Collingwood,121,75,46,-46,2.25,1.67,7.5,-7.5,5,2013
25/4/13,Westpac,St Kilda,Sydney,63,79,-16,16,5.35,1.17,28.5,-28.5,5,2013
26/4/13,Domain,Fremantle,Richmond,81,80,1,-1,1.4,3.05,-17.5,17.5,5,2013
27/4/13,Canberra,GWS,Gold Coast,104,148,-44,44,3.6,1.31,19.5,-19.5,5,2013
27/4/13,M.C.G.,Carlton,Adelaide,115,83,32,-32,1.4,3,-15.5,15.5,5,2013
27/4/13,AAMI,Port Adelaide,West Coast,84,79,5,-5,2,1.85,2.5,-2.5,5,2013
27/4/13,Marvel,Western Bulldogs,Geelong,86,107,-21,21,19,1.01,65.5,-65.5,5,2013
28/4/13,Gabba,Brisbane,Melbourne,122,94,28,-28,1.21,4.65,-33.5,33.5,5,2013
28/4/13,M.C.G.,Hawthorn,North Melbourne,99,96,3,-3,1.16,5.5,-32.5,32.5,5,2013
3/5/13,Marvel,Collingwood,St Kilda,103,77,26,-26,1.24,4.2,-23.5,23.5,6,2013
4/5/13,Marvel,Essendon,GWS,120,81,39,-39,1.01,21,-92.5,92.5,6,2013
4/5/13,Blundstone,North Melbourne,Port Adelaide,93,83,10,-10,1.37,3.17,-16.5,16.5,6,2013
4/5/13,AAMI,Adelaide,Hawthorn,78,89,-11,11,4.85,1.2,24.5,-24.5,6,2013
4/5/13,M.C.G.,Richmond,Geelong,87,131,-44,44,3.05,1.4,16.5,-16.5,6,2013
4/5/13,Metricon,Gold Coast,Fremantle,54,99,-45,45,2.75,1.46,13.5,-13.5,6,2013
5/5/13,S.C.G.,Sydney,Brisbane,115,55,60,-60,1.05,11,-43.5,43.5,6,2013
5/5/13,Domain,West Coast,Western Bulldogs,137,67,70,-70,1.03,14,-56.5,56.5,6,2013
5/5/13,M.C.G.,Carlton,Melbourne,121,60,61,-61,1.02,16,-66.5,66.5,6,2013
10/5/13,Marvel,Geelong,Essendon,113,85,28,-28,1.68,2.25,-7.5,7.5,7,2013
11/5/13,AAMI,Port Adelaide,Richmond,73,114,-41,41,1.58,2.45,-10.5,10.5,7,2013
11/5/13,Gabba,Brisbane,West Coast,82,108,-26,26,4.45,1.22,23.5,-23.5,7,2013
11/5/13,Marvel,Western Bulldogs,North Melbourne,97,151,-54,54,8.5,1.08,37.5,-37.5,7,2013
11/5/13,Domain,Fremantle,Collingwood,100,73,27,-27,2.45,1.58,9.5,-9.5,7,2013
11/5/13,M.C.G.,Hawthorn,Sydney,119,82,37,-37,1.46,2.8,-14.5,14.5,7,2013
12/5/13,GIANTS,GWS,Adelaide,52,187,-135,135,11,1.05,49.5,-49.5,7,2013
12/5/13,M.C.G.,Melbourne,Gold Coast,54,114,-60,60,2.18,1.72,5.5,-5.5,7,2013
13/5/13,Marvel,St Kilda,Carlton,77,68,9,-9,4.25,1.24,24.5,-24.5,7,2013
17/5/13,Domain,West Coast,North Melbourne,90,88,2,-2,1.4,3.05,-18.5,18.5,8,2013
18/5/13,Marvel,Essendon,Brisbane,86,96,-10,10,1.04,12,-50.5,50.5,8,2013
18/5/13,UTAS,Hawthorn,GWS,140,57,83,-83,1.01,21,-102.5,102.5,8,2013
18/5/13,Metricon,Gold Coast,Western Bulldogs,93,61,32,-32,1.65,2.3,-9.5,9.5,8,2013
18/5/13,S.C.G.,Sydney,Fremantle,70,70,0,0,1.36,3.25,-18.5,18.5,8,2013
18/5/13,M.C.G.,Collingwood,Geelong,102,96,6,-6,3.25,1.36,20.5,-20.5,8,2013
19/5/13,Marvel,Carlton,Port Adelaide,109,91,18,-18,1.41,3,-17.5,17.5,8,2013
19/5/13,M.C.G.,Richmond,Melbourne,106,72,34,-34,1.03,13.5,-71.5,71.5,8,2013
19/5/13,AAMI,Adelaide,St Kilda,87,47,40,-40,1.34,3.4,-21.5,21.5,8,2013
24/5/13,M.C.G.,Collingwood,Sydney,55,102,-47,47,1.65,2.3,-7.5,7.5,9,2013
25/5/13,AAMI,Port Adelaide,Geelong,68,116,-48,48,5.15,1.18,26.5,-26.5,9,2013
25/5/13,GIANTS,GWS,West Coast,55,155,-100,100,11,1.05,67.5,-67.5,9,2013
25/5/13,Marvel,St Kilda,Western Bulldogs,101,110,-9,9,1.2,4.5,-31.5,31.5,9,2013
25/5/13,Gabba,Brisbane,Carlton,85,98,-13,13,2.9,1.43,15.5,-15.5,9,2013
25/5/13,M.C.G.,Richmond,Essendon,62,91,-29,29,2.08,1.78,3.5,-3.5,9,2013
26/5/13,M.C.G.,Hawthorn,Gold Coast,118,92,26,-26,1.02,15,-64.5,64.5,9,2013
26/5/13,Domain,Fremantle,Melbourne,130,40,90,-90,1.02,15,-62.5,62.5,9,2013
26/5/13,Marvel,North Melbourne,Adelaide,124,125,-1,1,1.46,2.8,-14.5,14.5,9,2013
31/5/13,Gabba,Brisbane,Collingwood,51,100,-49,49,4.75,1.2,28.5,-28.5,10,2013
1/6/13,AAMI,Adelaide,Fremantle,59,66,-7,7,1.85,2,-2.5,2.5,10,2013
1/6/13,Marvel,Carlton,GWS,148,54,94,-94,1.01,21,-80.5,80.5,10,2013
1/6/13,S.C.G.,Sydney,Essendon,115,71,44,-44,1.56,2.5,-10.5,10.5,10,2013
1/6/13,TIO,Western Bulldogs,Port Adelaide,67,58,9,-9,2.8,1.46,14.5,-14.5,10,2013
1/6/13,GMHBA,Geelong,Gold Coast,123,71,52,-52,1.03,14,-52.5,52.5,10,2013
2/6/13,M.C.G.,Melbourne,Hawthorn,48,143,-95,95,18,1.01,88.5,-88.5,10,2013
2/6/13,Marvel,North Melbourne,St Kilda,133,65,68,-68,1.2,4.75,-29.5,29.5,10,2013
3/6/13,Domain,West Coast,Richmond,62,103,-41,41,1.26,4,-23.5,23.5,10,2013
7/6/13,M.C.G.,Essendon,Carlton,77,72,5,-5,1.83,2.02,-2.5,2.5,11,2013
8/6/13,GIANTS,GWS,Geelong,98,157,-59,59,21,1.01,83.5,-83.5,11,2013
8/6/13,AAMI,Adelaide,Sydney,50,127,-77,77,2.65,1.5,9.5,-9.5,11,2013
8/6/13,Metricon,Gold Coast,North Melbourne,66,51,15,-15,3.6,1.31,19.5,-19.5,11,2013
9/6/13,Marvel,St Kilda,West Coast,80,84,-4,4,2.8,1.46,15.5,-15.5,11,2013
10/6/13,M.C.G.,Melbourne,Collingwood,39,122,-83,83,14,1.03,70.5,-70.5,11,2013
14/6/13,Marvel,Carlton,Hawthorn,87,102,-15,15,4.25,1.24,25.5,-25.5,12,2013
15/6/13,M.C.G.,Richmond,Adelaide,110,72,38,-38,1.38,3.15,-17.5,17.5,12,2013
15/6/13,Domain,Fremantle,Brisbane,86,46,40,-40,1.07,9.25,-46.5,46.5,12,2013
15/6/13,Marvel,Essendon,Gold Coast,115,72,43,-43,1.15,5.8,-36.5,36.5,12,2013
16/6/13,GIANTS,GWS,Port Adelaide,50,125,-75,75,4,1.26,28.5,-28.5,12,2013
16/6/13,Marvel,Collingwood,Western Bulldogs,99,65,34,-34,1.11,7,-35.5,35.5,12,2013
21/6/13,Marvel,Hawthorn,West Coast,123,103,20,-20,1.18,5.15,-30.5,30.5,13,2013
22/6/13,AAMI,Port Adelaide,Sydney,72,54,18,-18,8.25,1.08,37.5,-37.5,13,2013
22/6/13,M.C.G.,St Kilda,Melbourne,104,69,35,-35,1.13,6.4,-38.5,38.5,13,2013
22/6/13,Marvel,Western Bulldogs,Richmond,61,121,-60,60,7.5,1.1,39.5,-39.5,13,2013
23/6/13,Domain,Fremantle,North Melbourne,67,29,38,-38,1.38,3.15,-16.5,16.5,13,2013
23/6/13,Gabba,Brisbane,Geelong,103,98,5,-5,5.5,1.16,27.5,-27.5,13,2013
27/6/13,Domain,West Coast,Essendon,91,98,-7,7,2.2,1.7,6.5,-6.5,14,2013
28/6/13,S.C.G.,Sydney,Carlton,65,43,22,-22,1.42,2.95,-15.5,15.5,14,2013
29/6/13,Metricon,Gold Coast,Adelaide,83,111,-28,28,2.4,1.6,10.5,-10.5,14,2013
29/6/13,AAMI,Port Adelaide,Collingwood,86,51,35,-35,2.95,1.42,14.5,-14.5,14,2013
29/6/13,GMHBA,Geelong,Fremantle,85,44,41,-41,1.36,3.25,-16.5,16.5,14,2013
29/6/13,M.C.G.,Melbourne,Western Bulldogs,103,100,3,-3,4,1.26,27.5,-27.5,14,2013
30/6/13,UTAS,Hawthorn,Brisbane,143,85,58,-58,1.07,9.25,-44.5,44.5,14,2013
30/6/13,Marvel,North Melbourne,GWS,130,44,86,-86,1.01,21,-82.5,82.5,14,2013
30/6/13,M.C.G.,Richmond,St Kilda,119,55,64,-64,1.18,5,-33.5,33.5,14,2013
5/7/13,M.C.G.,Carlton,Collingwood,77,118,-41,41,1.57,2.45,-9.5,9.5,15,2013
6/7/13,Canberra,GWS,Western Bulldogs,83,87,-4,4,4.5,1.22,33.5,-33.5,15,2013
6/7/13,Marvel,North Melbourne,Richmond,128,66,62,-62,2.7,1.48,13.5,-13.5,15,2013
6/7/13,Gabba,Brisbane,Gold Coast,116,83,33,-33,1.28,3.75,-22.5,22.5,15,2013
6/7/13,AAMI,Adelaide,West Coast,69,75,-6,6,1.55,2.5,-9.5,9.5,15,2013
6/7/13,M.C.G.,Geelong,Hawthorn,82,72,10,-10,2.4,1.6,7.5,-7.5,15,2013
7/7/13,M.C.G.,Melbourne,Sydney,85,116,-31,31,15,1.02,59.5,-59.5,15,2013
7/7/13,Domain,Fremantle,St Kilda,100,70,30,-30,1.03,14,-57.5,57.5,15,2013
7/7/13,Marvel,Essendon,Port Adelaide,118,88,30,-30,1.33,3.4,-21.5,21.5,15,2013
12/7/13,M.C.G.,Collingwood,Adelaide,111,84,27,-27,1.16,5.5,-30.5,30.5,16,2013
13/7/13,AAMI,Port Adelaide,Hawthorn,79,124,-45,45,3.2,1.37,17.5,-17.5,16,2013
13/7/13,GMHBA,Geelong,Melbourne,98,30,68,-68,1.01,21,-63.5,63.5,16,2013
13/7/13,Cazaly's,Richmond,Gold Coast,53,44,9,-9,1.23,4.3,-26.5,26.5,16,2013
13/7/13,Marvel,Carlton,St Kilda,110,74,36,-36,1.38,3.15,-18.5,18.5,16,2013
13/7/13,Gabba,Brisbane,North Melbourne,117,105,12,-12,2.95,1.42,15.5,-15.5,16,2013
14/7/13,S.C.G.,Sydney,GWS,171,42,129,-129,1.01,17,-80.5,80.5,16,2013
14/7/13,Domain,West Coast,Fremantle,93,121,-28,28,2.9,1.43,15.5,-15.5,16,2013
14/7/13,Marvel,Western Bulldogs,Essendon,90,121,-31,31,7.5,1.1,41.5,-41.5,16,2013
19/7/13,Marvel,North Melbourne,Carlton,108,109,-1,1,1.62,2.35,-7.5,7.5,17,2013
20/7/13,UTAS,Hawthorn,Western Bulldogs,95,76,19,-19,1.04,12,-56.5,56.5,17,2013
20/7/13,GIANTS,GWS,Essendon,77,116,-39,39,15,1.02,69.5,-69.5,17,2013
20/7/13,Metricon,Gold Coast,Collingwood,85,78,7,-7,5.25,1.17,27.5,-27.5,17,2013
20/7/13,TIO,Melbourne,Brisbane,75,94,-19,19,3.65,1.3,24.5,-24.5,17,2013
20/7/13,Marvel,St Kilda,Port Adelaide,92,97,-5,5,2.22,1.68,4.5,-4.5,17,2013
21/7/13,M.C.G.,Richmond,Fremantle,84,57,27,-27,1.72,2.15,-5.5,5.5,17,2013
21/7/13,Domain,West Coast,Sydney,79,113,-34,34,2.6,1.52,11.5,-11.5,17,2013
21/7/13,AAMI,Adelaide,Geelong,94,92,2,-2,4.25,1.23,24.5,-24.5,17,2013
26/7/13,Marvel,Essendon,Hawthorn,87,143,-56,56,3.45,1.32,22.5,-22.5,18,2013
27/7/13,Metricon,Gold Coast,Carlton,77,120,-43,43,3,1.41,16.5,-16.5,18,2013
27/7/13,Marvel,Melbourne,North Melbourne,28,150,-122,122,15,1.02,62.5,-62.5,18,2013
27/7/13,M.C.G.,Collingwood,GWS,106,66,40,-40,1.01,21,-86.5,86.5,18,2013
27/7/13,Domain,Fremantle,Adelaide,75,53,22,-22,1.26,4,-24.5,24.5,18,2013
27/7/13,GMHBA,Geelong,St Kilda,137,36,101,-101,1.07,9,-43.5,43.5,18,2013
28/7/13,AAMI,Port Adelaide,Brisbane,71,62,9,-9,1.35,3.3,-19.5,19.5,18,2013
28/7/13,Marvel,Western Bulldogs,West Coast,111,89,22,-22,2.55,1.54,11.5,-11.5,18,2013
28/7/13,S.C.G.,Sydney,Richmond,110,63,47,-47,1.28,3.8,-22.5,22.5,18,2013
2/8/13,Marvel,North Melbourne,Geelong,96,86,10,-10,3.5,1.32,21.5,-21.5,19,2013
3/8/13,GIANTS,GWS,Melbourne,124,87,37,-37,1.6,2.4,-7.5,7.5,19,2013
3/8/13,M.C.G.,Hawthorn,Richmond,66,107,-41,41,1.2,4.6,-28.5,28.5,19,2013
3/8/13,Domain,West Coast,Gold Coast,130,113,17,-17,1.42,2.9,-15.5,15.5,19,2013
3/8/13,Gabba,Brisbane,St Kilda,108,77,31,-31,1.24,4.25,-25.5,25.5,19,2013
3/8/13,Marvel,Carlton,Fremantle,80,116,-36,36,1.85,2,-2.5,2.5,19,2013
4/8/13,Marvel,Western Bulldogs,Sydney,99,134,-35,35,8,1.09,44.5,-44.5,19,2013
4/8/13,AAMI,Adelaide,Port Adelaide,103,107,-4,4,2,1.83,2.5,-2.5,19,2013
4/8/13,M.C.G.,Collingwood,Essendon,133,54,79,-79,1.83,2,-2.5,2.5,19,2013
9/8/13,Marvel,St Kilda,Hawthorn,56,102,-46,46,14,1.03,54.5,-54.5,20,2013
10/8/13,M.C.G.,Richmond,Brisbane,97,74,23,-23,1.17,5.2,-33.5,33.5,20,2013
10/8/13,GMHBA,Geelong,Port Adelaide,129,104,25,-25,1.11,7.25,-42.5,42.5,20,2013
10/8/13,Marvel,Carlton,Western Bulldogs,89,117,-28,28,1.4,3.05,-18.5,18.5,20,2013
10/8/13,Metricon,Gold Coast,Melbourne,90,77,13,-13,1.1,7.5,-42.5,42.5,20,2013
10/8/13,ANZ,Sydney,Collingwood,71,100,-29,29,1.42,2.95,-17.5,17.5,20,2013
11/8/13,Marvel,Essendon,West Coast,67,120,-53,53,1.43,2.9,-16.5,16.5,20,2013
11/8/13,Domain,Fremantle,GWS,157,44,113,-113,1.01,19,-78.5,78.5,20,2013
11/8/13,AAMI,Adelaide,North Melbourne,79,70,9,-9,2.05,1.8,3.5,-3.5,20,2013
16/8/13,M.C.G.,Hawthorn,Collingwood,119,84,35,-35,1.52,2.6,-12.5,12.5,21,2013
